TweetID,User,Tweet,Category,LocationInTweet,ObjectName,ObjectDetail,VictimName
2555,vince5hc,"RT @DZMMTeleRadyo: 500 pamilya, inilikas sa San Juan, Batangas #RubyPH| ulat ni @arnellozaeta",CD,"San Juan, Batangas",pamilya,500,
2556,jerizesay,RT @gmanews: Umakyat na sa 22 ang naitalang nasawi ng @philredcross dahil sa Bagyong #RubyPH ayon kay @ChairmanGordon. | via @dzbb,CD,,nasawi,22,
2557,sarahsongalia,RT @DZMMTeleRadyo: 23 patay sa Visayas dahil sa bagsik ni #RubyPH - Red Cross http://t.co/vTEBhkJS8n,CD,Visayas,patay,23,
2558,badillo_kevin,RT @DZMMTeleRadyo: 23 patay sa Visayas dahil sa bagsik ni #RubyPH - Red Cross http://t.co/vTEBhkJS8n,CD,Visayas,patay,23,
2559,badillo_kevin,"RT @DZMMTeleRadyo: 500 pamilya, inilikas sa San Juan, Batangas #RubyPH| ulat ni @arnellozaeta",CD,"San Juan, Batangas",pamilya,500,
2560,badillo_kevin,RT @DZMMTeleRadyo: 21 patay sa Eastern Samar dahil sa pananalasa ni #RubyPH ayon sa PRC http://t.co/wG1M91HViF http://t.co/Vz34i04NgI,CD,Eastern Samar,patay,21,
2561,justmeLhiez,"RT @DZMMTeleRadyo: 500 pamilya, inilikas sa San Juan, Batangas #RubyPH| ulat ni @arnellozaeta",CD,"San Juan, Batangas",pamilya,500,
2562,banderainquirer,"RT @JohnMRoson: 3,302 persons have evacuated in Paranaque & Muntinlupa as of 6 p.m. -- PNP NCR Southern Police District | #RubyPH @banderaiÃ¢â‚¬Â¦",CD,Paranaque; Muntinlupa,persons,"3,302; evacuated",
2563,RubyPHNews1,RT @DZMMTeleRadyo: 23 patay sa Visayas dahil sa bagsik ni #RubyPH - Red Cross http://t.co/vTEBhkJS8n,CD,Visayas,patay,23,
2564,RubyPHNews1,"RT @DZMMTeleRadyo: 500 pamilya, inilikas sa San Juan, Batangas #RubyPH| ulat ni @arnellozaeta",CD,"San Juan, Batangas",pamilya,500,
2580,saksi,"Hindi bababa sa 23 ang patay sa hagupit ng Bagyong #RubyPH, base po sa tala ng @philredcross.",CD,,patay,23,
